DateTime,abp[mmHg],icp[mmHg]
33882.6483501015,66.47,26.81
33882.648350333,65.99,26.93
33882.6483505645,66.72,27.17
33882.6483507959,73.00,28.50
33882.6483510274,90.88,29.95
33882.6483512589,116.0,31.39
33882.6483514904,136.1,32.00
33882.6483517218,138.2,31.88
33882.6483519533,124.0,32.00
33882.6483521848,106.3,31.88
33882.6483524163,97.89,32.60
33882.6483526478,101.0,33.93
33882.6483528792,110.9,35.01
33882.6483531107,121.1,36.34
33882.6483533422,125.4,36.82
33882.6483535737,122.8,36.94
33882.6483538052,114.6,36.82
33882.6483540366,103.9,36.46
33882.6483542681,93.06,35.98
33882.6483544996,86.77,35.98
33882.6483547311,87.50,35.98
33882.6483549626,91.61,36.58
33882.648355194,96.68,36.10
33882.6483554255,98.61,35.98
33882.648355657,97.16,35.38
33882.6483558885,93.54,34.89
33882.6483561199,90.16,35.01
33882.6483563514,87.50,34.29
33882.6483565829,86.05,34.17
33882.6483568144,84.84,34.05
33882.6483570459,84.11,33.44
33882.6483572773,83.87,32.96
33882.6483575088,82.66,32.48
33882.6483577403,81.94,32.36
33882.6483579718,80.73,31.88
33882.6483582033,80.01,31.39
33882.6483584347,78.80,31.03
33882.6483586662,79.04,31.03
33882.6483588977,78.07,30.55
33882.6483591292,76.87,30.19
33882.6483593607,76.14,30.07
33882.6483595921,74.93,29.46
33882.6483598236,73.97,29.58
33882.6483600551,72.76,28.98
33882.6483602866,73.00,28.98
33882.648360518,72.27,28.50
33882.6483607495,72.27,28.26
33882.648360981,71.07,28.13
33882.6483612125,70.58,27.41
33882.648361444,69.13,27.41
33882.6483616754,67.92,26.93
33882.6483619069,66.96,26.57
33882.6483621384,65.99,26.45
33882.6483623699,66.96,27.05
33882.6483626014,73.24,28.13
33882.6483628328,90.40,29.70
33882.6483630643,115.3,31.03
33882.6483632958,134.9,31.51
33882.6483635273,137.5,31.63
33882.6483637588,123.0,31.51
33882.6483639902,105.6,31.88
33882.6483642217,97.65,32.60
33882.6483644532,100.5,33.93
33882.6483646847,110.7,35.01
33882.6483649162,120.1,35.74
33882.6483651476,124.2,36.58
33882.6483653791,120.4,36.70
33882.6483656106,111.7,36.34
33882.6483658421,100.1,35.50
33882.6483660735,90.16,35.62
33882.648366305,86.29,35.50
33882.6483665365,87.98,36.22
33882.648366768,93.06,36.22
33882.6483669995,97.41,35.62
33882.6483672309,98.37,35.62
33882.6483674624,95.96,35.13
33882.6483676939,92.57,34.77
33882.6483679254,89.43,34.65
33882.6483681569,87.26,34.29
33882.6483683883,86.29,34.17
33882.6483686198,85.32,33.69
33882.6483688513,84.36,33.20
33882.6483690828,83.15,32.72
33882.6483693143,82.42,32.24
33882.6483695457,81.21,32.12
33882.6483697772,80.49,31.63
33882.6483700087,80.49,31.27
33882.6483702402,79.28,31.15
33882.6483704716,78.32,30.67
33882.6483707031,77.35,30.55
33882.6483709346,76.38,30.19
33882.6483711661,75.17,29.70
33882.6483713976,74.45,29.70
33882.648371629,73.24,29.22
33882.6483718605,73.48,29.22
33882.648372092,72.52,28.74
33882.6483723235,72.52,28.26
33882.648372555,71.55,28.26
33882.6483727864,71.07,27.65
33882.6483730179,70.34,27.41
33882.6483732494,69.13,27.17
33882.6483734809,67.44,26.69
33882.6483737124,66.23,26.08
33882.6483739438,65.27,26.20
33882.6483741753,66.23,26.57
33882.6483744068,72.52,27.65
33882.6483746383,89.19,29.22
33882.6483748698,114.6,30.55
33882.6483751012,135.3,31.15
33882.6483753327,137.8,31.51
33882.6483755642,124.7,31.63
33882.6483757957,107.1,31.51
33882.6483760271,97.41,32.12
33882.6483762586,99.34,33.44
33882.6483764901,109.7,34.65
33882.6483767216,120.1,35.38
33882.6483769531,124.7,35.98
33882.6483771845,122.1,36.58
33882.648377416,113.8,36.22
33882.6483776475,102.7,35.62
33882.648377879,92.33,35.38
33882.6483781105,86.29,35.50
33882.6483783419,87.26,35.62
33882.6483785734,92.09,36.10
33882.6483788049,96.20,35.25
33882.6483790364,97.89,35.38
33882.6483792678,96.44,35.01
33882.6483794993,93.06,34.53
33882.6483797308,89.91,34.53
33882.6483799623,87.01,34.29
33882.6483801938,86.05,33.81
33882.6483804252,84.60,33.32
33882.6483806567,83.87,32.96
33882.6483808882,82.91,32.48
33882.6483811197,81.94,32.00
33882.6483813512,80.97,32.00
33882.6483815826,80.01,31.39
33882.6483818141,80.01,31.27
33882.6483820456,78.56,30.79
33882.6483822771,77.83,30.67
33882.6483825086,76.62,30.19
33882.64838274,75.90,29.82
33882.6483829715,75.17,29.82
33882.648383203,73.97,29.22
33882.6483834345,73.97,29.46
33882.648383666,72.76,28.86
33882.6483838974,72.03,28.74
33882.6483841289,71.79,28.26
33882.6483843604,71.79,27.89
33882.6483845919,70.58,27.77
33882.6483848233,70.10,26.93
33882.6483850548,68.89,26.93
33882.6483852863,67.68,26.69
33882.6483855178,66.47,26.45
33882.6483857493,65.75,26.20
33882.6483859807,65.75,26.45
33882.6483862122,68.89,27.53
33882.6483864437,82.42,29.10
33882.6483866752,106.1,30.43
33882.6483869067,129.8,31.51
33882.6483871381,139.5,31.76
33882.6483873696,129.8,31.76
33882.6483876011,111.4,31.76
33882.6483878326,99.34,32.36
33882.6483880641,97.89,33.08
33882.6483882955,105.1,34.41
33882.648388527,116.5,35.50
33882.6483887585,123.3,36.22
33882.64838899,123.5,36.70
33882.6483892214,117.7,36.82
33882.6483894529,107.6,36.82
33882.6483896844,95.96,36.22
33882.6483899159,89.19,36.22
33882.6483901474,87.98,36.82
33882.6483903788,91.12,36.70
33882.6483906103,95.96,36.70
33882.6483908418,99.34,36.82
33882.6483910733,98.61,36.22
33882.6483913048,96.44,36.34
33882.6483915362,92.33,36.22
33882.6483917677,89.19,35.86
33882.6483919992,86.05,35.01
33882.6483922307,84.36,34.41
33882.6483924622,83.63,34.17
33882.6483926936,83.63,33.69
33882.6483929251,83.63,33.32
33882.6483931566,82.66,33.08
33882.6483933881,82.42,33.20
33882.6483936196,81.21,32.84
33882.648393851,80.01,32.84
33882.6483940825,78.32,32.24
33882.648394314,77.59,31.88
33882.6483945455,77.59,31.15
33882.6483947769,76.38,31.03
33882.6483950084,75.90,30.79
33882.6483952399,74.45,30.31
33882.6483954714,73.72,30.31
33882.6483957029,73.24,29.95
33882.6483959343,72.76,29.95
33882.6483961658,71.79,29.22
33882.6483963973,71.79,29.10
33882.6483966288,72.03,28.86
33882.6483968603,70.34,28.74
33882.6483970917,69.86,28.38
33882.6483973232,68.41,27.89
33882.6483975547,66.72,28.01
33882.6483977862,66.23,27.41
33882.6483980176,66.47,28.01
33882.6483982491,73.00,28.98
33882.6483984806,91.36,30.67
33882.6483987121,119.2,32.12
33882.6483989436,139.5,32.72
33882.648399175,140.9,32.84
33882.6483994065,124.2,32.84
33882.648399638,106.3,32.96
33882.6483998695,98.13,33.20
33882.648400101,101.5,34.65
33882.6484003324,112.9,36.10
33882.6484005639,123.5,36.94
33882.6484007954,128.6,37.91
33882.6484010269,125.2,38.15
33882.6484012584,117.0,38.27
33882.6484014898,106.8,37.91
33882.6484017213,96.68,37.31
33882.6484019528,90.16,37.19
33882.6484021843,88.46,37.07
33882.6484024158,91.85,37.19
33882.6484026472,96.68,37.19
33882.6484028787,99.58,37.31
33882.6484031102,99.10,36.94
33882.6484033417,96.44,36.58
33882.6484035731,92.81,36.34
33882.6484038046,89.19,35.98
33882.6484040361,86.29,35.13
33882.6484042676,84.60,34.77
33882.6484044991,84.11,34.65
33882.6484047305,83.87,34.17
33882.648404962,83.87,33.93
33882.6484051935,82.91,33.32
33882.648405425,81.94,32.96
33882.6484056565,80.97,32.60
33882.6484058879,80.01,32.12
33882.6484061194,78.32,32.00
33882.6484063509,77.59,31.15
33882.6484065824,76.87,31.27
33882.6484068139,76.14,30.79
33882.6484070453,75.90,30.43
33882.6484072768,74.69,29.95
33882.6484075083,73.97,30.07
33882.6484077398,73.00,29.34
33882.6484079712,72.52,29.34
33882.6484082027,72.52,28.98
33882.6484084342,72.03,28.74
33882.6484086657,70.82,28.50
33882.6484088972,69.86,28.01
33882.6484091286,68.17,27.41
33882.6484093601,66.96,27.29
33882.6484095916,66.96,27.41
33882.6484098231,67.68,27.41
33882.6484100546,74.21,28.98
33882.648410286,93.06,30.43
33882.6484105175,118.2,31.88
33882.648410749,136.6,32.48
33882.6484109805,137.5,32.36
33882.648411212,123.0,32.48
33882.6484114434,105.9,32.84
33882.6484116749,98.13,33.44
33882.6484119064,102.0,34.41
33882.6484121379,112.1,35.86
33882.6484123694,122.1,36.94
33882.6484126008,125.4,37.31
33882.6484128323,122.1,37.43
33882.6484130638,113.6,37.43
33882.6484132953,102.7,37.07
33882.6484135267,92.33,36.46
33882.6484137582,86.77,36.46
33882.6484139897,88.22,36.94
33882.6484142212,92.81,36.82
33882.6484144527,97.41,36.46
33882.6484146841,98.61,36.34
33882.6484149156,97.41,36.10
33882.6484151471,93.30,35.62
33882.6484153786,90.16,35.38
33882.6484156101,87.74,35.01
33882.6484158415,85.81,34.41
33882.648416073,84.84,34.41
33882.6484163045,83.87,33.93
33882.648416536,84.11,33.44
33882.6484167674,82.66,32.96
33882.6484169989,82.18,32.60
33882.6484172304,80.97,32.48
33882.6484174619,80.25,32.00
33882.6484176934,78.80,31.39
33882.6484179248,78.80,31.39
33882.6484181563,78.07,31.03
33882.6484183878,76.87,30.43
33882.6484186193,76.14,30.55
33882.6484188508,74.93,30.07
33882.6484190822,74.21,29.82
33882.6484193137,73.24,29.58
33882.6484195452,73.24,29.46
33882.6484197767,72.27,29.10
33882.6484200082,72.27,28.62
33882.6484202396,71.55,28.38
33882.6484204711,70.82,28.13
33882.6484207026,69.62,27.65
33882.6484209341,68.17,27.29
33882.6484211656,67.20,27.29
33882.648421397,66.23,26.69
33882.6484216285,66.23,27.17
33882.64842186,70.10,28.01
33882.6484220915,83.15,29.46
33882.6484223229,107.3,31.03
33882.6484225544,130.8,31.63
33882.6484227859,139.2,32.24
33882.6484230174,129.5,32.24
33882.6484232489,112.1,32.24
33882.6484234803,99.10,32.84
33882.6484237118,98.61,33.81
33882.6484239433,107.3,35.01
33882.6484241748,117.5,35.98
33882.6484244063,125.0,36.82
33882.6484246377,124.2,37.19
33882.6484248692,116.5,37.19
33882.6484251007,106.1,36.70
33882.6484253322,94.75,36.34
33882.6484255637,87.50,36.22
33882.6484257951,87.26,36.46
33882.6484260266,91.61,36.82
33882.6484262581,95.71,36.58
33882.6484264896,98.37,36.22
33882.648426721,97.41,35.62
33882.6484269525,94.26,35.25
33882.648427184,91.12,35.13
33882.6484274155,88.46,34.77
33882.648427647,86.77,34.65
33882.6484278784,86.29,34.17
33882.6484281099,84.84,33.69
33882.6484283414,84.36,33.20
33882.6484285729,83.15,33.20
33882.6484288044,82.18,32.60
33882.6484290358,81.46,32.24
33882.6484292673,80.49,31.63
33882.6484294988,80.25,31.63
33882.6484297303,79.28,31.15
33882.6484299618,78.07,31.15
33882.6484301932,77.35,30.67
33882.6484304247,76.14,30.19
33882.6484306562,75.17,30.19
33882.6484308877,74.45,29.58
33882.6484311192,73.72,29.46
33882.6484313506,73.24,29.22
33882.6484315821,72.27,28.86
33882.6484318136,72.52,28.74
33882.6484320451,71.31,28.13
33882.6484322765,71.07,27.89
33882.648432508,70.10,27.53
33882.6484327395,68.89,27.05
33882.648432971,67.44,26.69
33882.6484332025,66.47,26.20
33882.6484334339,66.23,26.20
33882.6484336654,66.96,26.93
33882.6484338969,73.97,28.13
33882.6484341284,92.57,29.58
33882.6484343599,117.7,30.91
33882.6484345913,136.6,31.39
33882.6484348228,136.3,31.39
33882.6484350543,121.3,31.51
33882.6484352858,105.1,32.00
33882.6484355173,98.13,32.84
33882.6484357487,101.8,33.81
33882.6484359802,112.6,35.01
33882.6484362117,122.1,35.98
33882.6484364432,125.4,36.46
33882.6484366746,121.6,36.46
33882.6484369061,113.4,36.46
33882.6484371376,101.5,36.10
33882.6484373691,91.36,35.38
33882.6484376006,87.01,36.10
33882.648437832,87.98,35.98
33882.6484380635,93.06,36.10
33882.648438295,96.68,35.98
33882.6484385265,97.89,35.25
33882.648438758,96.20,35.01
33882.6484389894,92.33,34.89
33882.6484392209,90.16,34.29
33882.6484394524,87.98,34.29
33882.6484396839,86.77,34.41
33882.6484399154,85.56,33.32
33882.6484401468,83.87,33.20
33882.6484403783,82.66,32.72
33882.6484406098,81.94,32.24
33882.6484408413,80.97,31.88
33882.6484410727,80.73,31.88
33882.6484413042,80.73,31.15
33882.6484415357,79.77,31.15
33882.6484417672,78.56,30.79
33882.6484419987,77.35,30.67
33882.6484422301,76.38,30.19
33882.6484424616,75.66,29.82
33882.6484426931,74.45,29.82
33882.6484429246,73.72,29.10
33882.6484431561,73.48,29.10
33882.6484433875,72.76,28.86
33882.648443619,72.52,28.74
33882.6484438505,72.03,28.38
33882.648444082,71.55,28.13
33882.6484443135,70.34,27.77
33882.6484445449,69.86,27.05
33882.6484447764,68.65,27.05
33882.6484450079,67.44,26.69
33882.6484452394,66.47,26.69
33882.6484454708,65.75,26.69
33882.6484457023,66.72,27.05
33882.6484459338,74.21,28.74
33882.6484461653,94.02,30.31
33882.6484463968,119.4,31.76
33882.6484466282,138.5,32.48
33882.6484468597,138.2,32.36
33882.6484470912,122.5,32.24
33882.6484473227,104.9,32.24
33882.6484475542,97.89,33.20
33882.6484477856,102.0,34.17
33882.6484480171,112.4,35.50
33882.6484482486,122.8,36.46
33882.6484484801,127.6,37.07
33882.6484487116,123.7,37.07
33882.648448943,114.6,37.07
33882.6484491745,103.9,36.82
33882.648449406,92.81,36.22
33882.6484496375,87.98,36.82
33882.648449869,88.22,36.70
33882.6484501004,93.54,36.70
33882.6484503319,98.13,36.82
33882.6484505634,100.5,36.82
33882.6484507949,98.61,36.70
33882.6484510263,95.47,36.10
33882.6484512578,91.36,35.86
33882.6484514893,88.46,35.13
33882.6484517208,85.81,34.77
33882.6484519523,84.84,34.17
33882.6484521837,84.60,34.17
33882.6484524152,84.36,33.81
33882.6484526467,83.87,33.20
33882.6484528782,82.42,32.84
33882.6484531097,81.70,32.72
33882.6484533411,80.73,32.36
33882.6484535726,79.77,31.76
33882.6484538041,78.32,31.88
33882.6484540356,77.83,31.03
33882.6484542671,77.59,31.03
33882.6484544985,76.38,30.67
33882.64845473,75.66,30.31
33882.6484549615,74.45,30.07
33882.648455193,73.72,29.82
33882.6484554244,73.48,29.46
33882.6484556559,72.52,29.22
33882.6484558874,72.76,28.86
33882.6484561189,72.03,28.86
33882.6484563504,72.03,28.50
33882.6484565818,70.34,28.26
33882.6484568133,69.62,27.89
33882.6484570448,68.41,27.17
33882.6484572763,66.72,27.29
33882.6484575078,66.23,27.41
33882.6484577392,66.47,27.77
33882.6484579707,73.00,28.86
33882.6484582022,91.12,30.55
33882.6484584337,118.7,31.88
33882.6484586652,139.0,32.24
33882.6484588966,139.9,32.24
33882.6484591281,124.7,32.36
33882.6484593596,105.9,32.12
33882.6484595911,97.41,32.84
33882.6484598226,101.0,33.81
33882.648460054,111.9,35.01
33882.6484602855,123.3,36.22
33882.648460517,127.9,36.94
33882.6484607485,125.2,37.19
33882.6484609799,117.0,36.82
33882.6484612114,106.1,36.70
33882.6484614429,95.47,36.34
33882.6484616744,89.19,36.10
33882.6484619059,88.46,36.46
33882.6484621373,91.61,36.34
33882.6484623688,96.44,36.34
33882.6484626003,99.58,36.10
33882.6484628318,98.61,35.98
33882.6484630633,96.20,35.13
33882.6484632947,92.33,34.89
33882.6484635262,88.95,34.53
33882.6484637577,86.77,34.41
33882.6484639892,84.84,33.93
33882.6484642206,84.60,33.32
33882.6484644521,83.87,33.08
33882.6484646836,83.87,32.84
33882.6484649151,82.66,32.36
33882.6484651466,81.94,31.88
33882.648465378,80.97,31.39
33882.6484656095,80.01,31.27
33882.648465841,78.80,31.03
33882.6484660725,77.83,30.43
33882.648466304,76.87,30.31
33882.6484665354,76.14,29.95
33882.6484667669,75.90,29.34
33882.6484669984,74.93,29.46
33882.6484672299,73.97,28.98
33882.6484674614,73.00,28.98
33882.6484676928,73.00,28.50
33882.6484679243,72.03,28.13
33882.6484681558,72.03,28.01
33882.6484683873,70.58,27.29
33882.6484686188,70.10,27.05
33882.6484688502,68.65,26.93
33882.6484690817,68.17,26.45
33882.6484693132,66.72,25.96
33882.6484695447,66.23,26.45
33882.6484697761,68.89,27.29
33882.6484700076,80.73,28.98
33882.6484702391,103.4,30.19
33882.6484704706,127.6,30.91
33882.6484707021,139.2,31.39
33882.6484709335,131.0,31.27
33882.648471165,114.3,31.39
33882.6484713965,100.3,31.76
33882.648471628,97.89,32.84
33882.6484718595,105.1,33.81
33882.6484720909,116.3,35.01
33882.6484723224,122.8,35.25
33882.6484725539,123.7,35.98
33882.6484727854,117.7,36.10
33882.6484730169,107.6,35.25
33882.6484732483,96.44,35.01
33882.6484734798,88.22,34.89
33882.6484737113,86.29,35.01
33882.6484739428,90.16,35.38
33882.6484741742,94.99,35.13
33882.6484744057,98.37,34.89
33882.6484746372,97.89,34.41
33882.6484748687,94.75,34.53
33882.6484751002,91.12,33.93
33882.6484753316,88.22,33.93
33882.6484755631,86.53,33.44
33882.6484757946,85.81,33.08
33882.6484760261,84.36,33.08
33882.6484762576,83.87,32.60
33882.648476489,82.91,32.12
33882.6484767205,81.94,31.39
33882.648476952,81.21,31.15
33882.6484771835,80.25,31.03
33882.648477415,80.25,30.67
33882.6484776464,79.04,30.19
33882.6484778779,78.32,30.31
33882.6484781094,77.11,29.70
33882.6484783409,76.14,29.58
33882.6484785724,75.17,29.22
33882.6484788038,74.21,29.22
33882.6484790353,73.72,28.86
33882.6484792668,73.24,28.26
33882.6484794983,72.52,28.38
33882.6484797297,72.52,27.77
33882.6484799612,72.03,27.77
33882.6484801927,71.31,27.29
33882.6484804242,70.34,26.69
33882.6484806557,69.37,26.32
33882.6484808871,67.20,26.20
33882.6484811186,66.47,25.84
33882.6484813501,66.47,25.72
33882.6484815816,68.89,26.81
33882.6484818131,79.28,28.26
33882.6484820445,100.8,29.82
33882.648482276,125.4,30.67
33882.6484825075,138.7,31.15
33882.648482739,132.9,31.15
33882.6484829704,115.5,30.67
33882.6484832019,101.5,31.27
33882.6484834334,97.65,32.12
33882.6484836649,104.2,33.44
33882.6484838964,115.3,34.65
33882.6484841278,122.5,35.13
33882.6484843593,124.2,35.62
33882.6484845908,118.4,35.50
33882.6484848223,108.5,35.13
33882.6484850538,96.92,34.53
33882.6484852852,88.71,34.65
33882.6484855167,86.29,34.65
33882.6484857482,89.91,35.13
33882.6484859797,94.75,35.13
33882.6484862112,98.13,34.53
33882.6484864426,97.65,34.65
33882.6484866741,94.75,34.05
33882.6484869056,91.36,33.57
33882.6484871371,88.46,33.44
33882.6484873686,86.77,33.08
33882.6484876,85.56,32.84
33882.6484878315,84.36,32.72
33882.648488063,83.63,32.12
33882.6484882945,82.42,31.51
33882.6484885259,81.46,31.15
33882.6484887574,80.97,30.91
33882.6484889889,80.25,30.55
33882.6484892204,79.77,30.07
33882.6484894519,79.28,30.19
33882.6484896833,78.32,29.70
33882.6484899148,77.11,29.58
33882.6484901463,76.14,29.22
33882.6484903778,75.17,28.74
33882.6484906093,74.21,28.62
33882.6484908407,73.00,28.13
33882.6484910722,72.76,28.13
33882.6484913037,72.27,27.53
33882.6484915352,72.27,27.65
33882.6484917667,71.07,27.17
33882.6484919981,71.07,26.57
33882.6484922296,70.10,26.08
33882.6484924611,68.65,25.96
33882.6484926926,66.96,25.48
33882.648492924,65.99,25.36
33882.6484931555,65.02,25.00
33882.648493387,66.23,25.84
33882.6484936185,73.48,27.05
33882.64849385,91.85,28.50
33882.6484940814,116.7,29.46
33882.6484943129,136.3,30.07
33882.6484945444,136.3,30.19
33882.6484947759,121.3,29.95
33882.6484950074,105.1,30.31
33882.6484952388,97.41,31.15
33882.6484954703,101.0,32.36
33882.6484957018,111.2,33.44
33882.6484959333,121.3,34.29
33882.6484961648,124.5,34.77
33882.6484963962,121.6,34.77
33882.6484966277,112.4,34.65
33882.6484968592,101.0,34.17
33882.6484970907,91.12,34.17
33882.6484973222,86.05,34.17
33882.6484975536,87.50,34.17
33882.6484977851,92.33,34.65
33882.6484980166,96.92,34.29
33882.6484982481,98.37,34.17
33882.6484984795,96.20,33.81
33882.648498711,92.81,33.69
33882.6484989425,89.67,33.08
33882.648499174,86.77,33.08
33882.6484994055,85.81,32.72
33882.6484996369,84.60,32.36
33882.6484998684,83.63,31.76
33882.6485000999,82.66,31.76
33882.6485003314,81.94,31.03
33882.6485005629,81.46,30.91
33882.6485007943,80.49,30.67
33882.6485010258,80.49,30.19
33882.6485012573,79.77,30.19
33882.6485014888,78.56,29.82
33882.6485017203,77.59,29.82
33882.6485019517,76.38,29.34
33882.6485021832,75.66,29.34
33882.6485024147,74.21,28.74
33882.6485026462,73.97,28.74
33882.6485028776,73.48,28.26
33882.6485031091,72.76,28.26
33882.6485033406,72.52,27.89
33882.6485035721,72.52,27.89
33882.6485038036,71.79,27.29
33882.648504035,70.34,27.17
33882.6485042665,69.62,26.81
33882.648504498,68.41,26.69
33882.6485047295,67.68,26.20
33882.648504961,66.23,26.20
33882.6485051924,66.47,26.69
33882.6485054239,70.34,27.89
33882.6485056554,85.81,29.70
33882.6485058869,111.4,31.15
33882.6485061184,135.1,31.76
33882.6485063498,141.9,31.88
33882.6485065813,129.3,31.15
33882.6485068128,110.7,31.03
33882.6485070443,98.61,31.88
33882.6485072757,99.58,32.84
33882.6485075072,108.5,34.05
33882.6485077387,119.9,35.01
33882.6485079702,126.2,36.34
33882.6485082017,125.7,36.70
33882.6485084331,118.7,36.22
33882.6485086646,109.0,35.98
33882.6485088961,98.13,35.25
33882.6485091276,90.64,35.01
33882.6485093591,88.46,35.86
33882.6485095905,90.88,35.86
33882.648509822,95.96,35.86
33882.6485100535,99.82,35.98
33882.648510285,99.58,35.25
33882.6485105165,96.92,35.01
33882.6485107479,92.57,34.77
33882.6485109794,89.67,34.29
33882.6485112109,86.53,34.17
33882.6485114424,85.56,33.81
33882.6485116738,84.84,33.20
33882.6485119053,84.60,32.96
33882.6485121368,83.87,32.84
33882.6485123683,83.63,32.24
33882.6485125998,82.42,31.88
33882.6485128312,81.70,31.88
33882.6485130627,80.49,31.15
33882.6485132942,79.52,30.79
33882.6485135257,78.32,30.79
33882.6485137572,77.83,30.43
33882.6485139886,76.62,29.82
33882.6485142201,75.90,29.95
33882.6485144516,74.69,29.10
33882.6485146831,73.97,29.22
33882.6485149146,73.72,28.86
33882.648515146,72.76,28.86
33882.6485153775,72.76,28.38
33882.648515609,72.03,28.13
33882.6485158405,72.03,28.01
33882.648516072,70.34,27.29
33882.6485163034,69.62,26.93
33882.6485165349,68.17,26.81
33882.6485167664,66.72,26.32
33882.6485169979,65.75,26.32
33882.6485172293,67.68,27.05
33882.6485174608,78.07,28.62
33882.6485176923,100.1,30.07
33882.6485179238,126.6,31.27
33882.6485181553,140.9,31.27
33882.6485183867,135.1,31.27
33882.6485186182,117.0,31.03
33882.6485188497,102.2,31.15
33882.6485190812,98.13,32.12
33882.6485193127,104.4,33.08
33882.6485195441,116.7,34.29
33882.6485197756,125.0,35.13
33882.6485200071,126.4,35.98
33882.6485202386,121.8,35.98
33882.6485204701,112.6,35.38
33882.6485207015,101.5,34.89
33882.648520933,91.85,34.89
33882.6485211645,87.26,34.77
33882.648521396,88.71,34.77
33882.6485216274,93.30,34.89
33882.6485218589,97.41,34.77
33882.6485220904,99.58,34.89
33882.6485223219,97.65,34.29
33882.6485225534,93.78,34.29
33882.6485227848,90.16,33.93
33882.6485230163,87.50,33.32
33882.6485232478,85.81,32.96
33882.6485234793,84.60,32.84
33882.6485237108,84.11,32.36
33882.6485239422,83.87,31.88
33882.6485241737,82.91,31.39
33882.6485244052,81.94,31.15
33882.6485246367,80.97,30.91
33882.6485248681,80.25,30.31
33882.6485250996,78.56,29.95
33882.6485253311,78.07,29.95
33882.6485255626,77.83,29.34
33882.6485257941,76.87,29.46
33882.6485260256,75.90,28.98
33882.648526257,74.93,28.62
33882.6485264885,73.97,28.50
33882.64852672,73.00,28.13
33882.6485269515,72.76,28.01
33882.6485271829,72.03,27.29
33882.6485274144,72.03,27.41
33882.6485276459,70.82,26.93
33882.6485278774,70.10,26.69
33882.6485281089,68.89,26.08
33882.6485283403,68.17,26.08
33882.6485285718,66.23,25.48
33882.6485288033,65.99,25.48
33882.6485290348,67.44,26.32
33882.6485292663,75.90,27.65
33882.6485294977,96.68,29.10
33882.6485297292,121.6,29.95
33882.6485299607,137.8,30.43
33882.6485301922,134.4,30.43
33882.6485304236,117.9,30.55
33882.6485306551,102.7,30.91
33882.6485308866,96.92,31.39
33882.6485311181,102.2,32.84
33882.6485313496,113.4,33.81
33882.648531581,121.8,34.53
33882.6485318125,123.7,35.01
33882.648532044,118.9,35.01
33882.6485322755,109.5,34.53
33882.648532507,98.37,34.41
33882.6485327384,88.95,34.17
33882.6485329699,86.05,34.05
33882.6485332014,88.95,34.65
33882.6485334329,93.78,34.53
33882.6485336644,97.41,34.65
33882.6485338958,98.13,34.17
33882.6485341273,95.47,33.69
33882.6485343588,91.85,33.44
33882.6485345903,88.95,33.32
33882.6485348218,86.53,32.84
33882.6485350532,85.56,32.60
33882.6485352847,84.60,32.24
33882.6485355162,84.11,31.51
33882.6485357477,82.91,31.27
33882.6485359791,81.94,31.03
33882.6485362106,81.46,30.79
33882.6485364421,80.49,30.31
33882.6485366736,79.77,30.31
33882.6485369051,79.28,29.70
33882.6485371365,78.32,29.58
33882.648537368,77.59,29.34
33882.6485375995,76.38,28.74
33882.648537831,75.42,28.86
33882.6485380625,74.45,28.26
33882.6485382939,73.48,28.38
33882.6485385254,73.48,27.77
33882.6485387569,72.27,27.65
33882.6485389884,72.52,27.29
33882.6485392199,71.07,26.69
33882.6485394513,71.31,26.32
33882.6485396828,69.86,26.20
33882.6485399143,68.41,25.72
33882.6485401458,67.44,25.72
33882.6485403772,66.47,25.36
33882.6485406087,65.27,25.24
33882.6485408402,67.92,26.20
33882.6485410717,78.32,27.53
33882.6485413032,100.3,28.98
33882.6485415346,125.7,29.82
33882.6485417661,138.7,30.19
33882.6485419976,132.9,30.19
33882.6485422291,115.8,30.19
33882.6485424606,101.0,30.55
33882.648542692,97.41,31.51
33882.6485429235,103.9,32.48
33882.648543155,114.3,33.57
33882.6485433865,122.1,34.17
33882.648543618,123.3,34.53
33882.6485438494,117.9,34.53
33882.6485440809,108.3,34.29
33882.6485443124,96.92,33.69
33882.6485445439,87.74,33.57
33882.6485447754,85.56,34.05
33882.6485450068,89.19,34.05
33882.6485452383,94.26,34.05
33882.6485454698,96.92,34.05
33882.6485457013,97.16,33.44
33882.6485459327,94.51,33.08
33882.6485461642,91.36,33.08
33882.6485463957,88.22,32.60
33882.6485466272,86.05,32.12
33882.6485468587,85.08,32.00
33882.6485470901,84.11,31.27
33882.6485473216,82.91,31.27
33882.6485475531,82.18,30.91
33882.6485477846,81.21,30.55
33882.6485480161,80.49,30.07
33882.6485482475,80.25,29.70
33882.648548479,78.80,29.46
33882.6485487105,77.83,28.98
33882.648548942,77.11,28.98
33882.6485491734,75.90,28.62
33882.6485494049,74.93,28.38
33882.6485496364,74.21,28.01
33882.6485498679,73.48,28.01
33882.6485500994,73.00,27.41
33882.6485503308,72.03,27.41
33882.6485505623,72.03,26.93
33882.6485507938,70.58,26.32
33882.6485510253,70.58,25.96
33882.6485512568,69.62,25.84
33882.6485514882,68.65,25.24
33882.6485517197,67.92,25.24
33882.6485519512,65.99,24.88
33882.6485521827,64.78,24.88
33882.6485524142,64.54,24.76
33882.6485526456,66.96,25.48
33882.6485528771,78.32,26.69
33882.6485531086,101.0,28.50
33882.6485533401,126.2,29.10
