DateTime,abp[mmHg],icp[mmHg]
33882.656342609,95.96,39.84
33882.6563428405,100.1,39.12
33882.656343072,101.5,39.12
33882.6563433035,99.58,38.75
33882.6563435349,95.96,38.27
33882.6563437664,92.33,37.91
33882.6563439979,88.95,37.19
33882.6563442294,86.77,36.82
33882.6563444609,85.56,36.22
33882.6563446923,85.56,35.86
33882.6563449238,84.36,35.01
33882.6563451553,83.87,34.65
33882.6563453868,83.39,34.29
33882.6563456182,81.94,33.93
33882.6563458497,80.49,33.20
33882.6563460812,79.77,32.72
33882.6563463127,78.32,32.48
33882.6563465442,77.59,32.12
33882.6563467756,77.35,31.88
33882.6563470071,76.38,31.03
33882.6563472386,75.90,30.91
33882.6563474701,75.42,30.79
33882.6563477016,74.69,30.43
33882.656347933,73.72,29.82
33882.6563481645,72.52,29.34
33882.656348396,72.03,29.22
33882.6563486275,70.10,28.74
33882.656348859,68.65,28.38
33882.6563490904,68.65,28.26
33882.6563493219,70.10,29.10
33882.6563495534,79.77,30.55
33882.6563497849,101.5,32.24
33882.6563500164,126.6,33.20
33882.6563502478,140.7,33.81
33882.6563504793,137.3,33.20
33882.6563507108,120.6,33.08
33882.6563509423,106.3,33.93
33882.6563511737,102.0,35.01
33882.6563514052,109.5,36.34
33882.6563516367,119.4,37.31
33882.6563518682,127.1,38.15
33882.6563520997,128.1,38.75
33882.6563523311,122.1,38.63
33882.6563525626,112.9,38.75
33882.6563527941,102.5,38.15
33882.6563530256,93.30,38.27
33882.6563532571,88.95,38.27
33882.6563534885,90.40,38.39
33882.65635372,93.78,38.27
33882.6563539515,98.37,37.79
33882.656354183,99.82,37.31
33882.6563544145,97.89,37.07
33882.6563546459,94.26,36.82
33882.6563548774,91.36,36.34
33882.6563551089,88.46,36.46
33882.6563553404,86.77,35.98
33882.6563555719,85.56,35.25
33882.6563558033,84.84,34.89
33882.6563560348,84.11,34.17
33882.6563562663,83.87,33.93
33882.6563564978,82.18,33.20
33882.6563567292,81.70,33.20
33882.6563569607,80.73,32.84
33882.6563571922,80.01,32.48
33882.6563574237,78.56,32.12
33882.6563576552,77.59,31.88
33882.6563578866,76.62,31.15
33882.6563581181,75.90,31.03
33882.6563583496,75.66,30.79
33882.6563585811,74.45,30.31
33882.6563588126,73.97,30.07
33882.656359044,73.97,29.95
33882.6563592755,73.00,29.46
33882.656359507,72.03,29.10
33882.6563597385,70.34,28.86
33882.65635997,68.89,28.38
33882.6563602014,68.41,27.89
33882.6563604329,68.65,28.86
33882.6563606644,75.66,29.82
33882.6563608959,94.75,31.27
33882.6563611273,119.9,32.72
33882.6563613588,138.7,33.32
33882.6563615903,139.2,33.32
33882.6563618218,124.7,33.20
33882.6563620533,108.8,33.81
33882.6563622847,101.5,34.29
33882.6563625162,105.9,36.10
33882.6563627477,116.5,37.07
33882.6563629792,125.2,37.91
33882.6563632107,126.4,38.39
33882.6563634421,122.3,38.27
33882.6563636736,113.1,38.39
33882.6563639051,101.8,37.91
33882.6563641366,92.33,37.91
33882.656364368,87.98,37.91
33882.6563645995,89.19,37.91
33882.656364831,94.02,37.91
33882.6563650625,98.61,37.67
33882.656365294,99.10,37.31
33882.6563655255,96.92,36.94
33882.6563657569,93.78,36.94
33882.6563659884,90.40,36.34
33882.6563662199,88.46,36.10
33882.6563664514,86.77,35.25
33882.6563666828,86.05,35.01
33882.6563669143,84.84,34.89
33882.6563671458,83.87,34.41
33882.6563673773,82.91,33.93
33882.6563676088,81.70,33.32
33882.6563678402,81.70,33.32
33882.6563680717,80.73,32.84
33882.6563683032,80.01,32.36
33882.6563685347,78.80,32.36
33882.6563687662,78.07,32.00
33882.6563689976,76.87,31.39
33882.6563692291,75.90,31.39
33882.6563694606,74.93,30.91
33882.6563696921,74.69,30.91
33882.6563699235,73.97,30.43
33882.656370155,73.72,29.95
33882.6563703865,73.00,29.46
33882.656370618,72.27,29.46
33882.6563708495,71.07,29.10
33882.6563710809,69.13,28.50
33882.6563713124,67.92,27.89
33882.6563715439,68.17,28.13
33882.6563717754,70.34,29.10
33882.6563720069,83.39,30.67
33882.6563722383,106.1,32.24
33882.6563724698,130.8,33.32
33882.6563727013,142.4,33.32
33882.6563729328,134.9,33.44
33882.6563731643,117.5,33.93
33882.6563733957,104.2,34.29
33882.6563736272,102.2,35.50
33882.6563738587,110.2,36.82
33882.6563740902,120.6,38.15
33882.6563743216,127.6,38.88
33882.6563745531,127.4,39.24
33882.6563747846,120.6,39.36
33882.6563750161,110.2,39.00
33882.6563752476,98.86,38.51
33882.656375479,90.64,38.39
33882.6563757105,88.95,39.00
33882.656375942,92.09,38.88
33882.6563761735,97.41,38.39
33882.656376405,99.82,38.15
33882.6563766364,100.1,38.03
33882.6563768679,96.92,37.43
33882.6563770994,92.81,37.07
33882.6563773309,90.64,37.07
33882.6563775624,88.95,36.46
33882.6563777938,87.50,36.10
33882.6563780253,85.81,35.38
33882.6563782568,85.56,35.01
33882.6563784883,84.11,35.01
33882.6563787198,83.39,34.53
33882.6563789512,82.91,34.05
33882.6563791827,81.94,33.44
33882.6563794142,81.21,33.44
33882.6563796457,80.25,32.96
33882.6563798771,79.04,32.60
33882.6563801086,78.07,32.12
33882.6563803401,77.35,32.12
33882.6563805716,76.38,31.51
33882.6563808031,76.38,31.63
33882.6563810345,75.17,31.39
33882.656381266,75.17,31.03
33882.6563814975,74.45,30.79
33882.656381729,74.21,30.55
33882.6563819605,74.21,30.19
33882.6563821919,73.24,29.95
33882.6563824234,71.79,29.70
33882.6563826549,70.34,29.34
33882.6563828864,68.89,28.74
33882.6563831179,68.41,28.74
33882.6563833493,69.13,29.22
33882.6563835808,76.87,30.55
33882.6563838123,95.96,32.12
33882.6563840438,122.3,33.69
33882.6563842753,140.4,34.17
33882.6563845067,140.4,34.65
33882.6563847382,125.2,34.65
33882.6563849697,109.0,35.13
33882.6563852012,102.5,36.22
33882.6563854326,106.3,37.43
33882.6563856641,116.3,38.63
33882.6563858956,125.7,39.48
33882.6563861271,129.3,40.20
33882.6563863586,125.4,40.69
33882.65638659,117.2,40.81
33882.6563868215,105.9,40.20
33882.656387053,95.71,40.20
33882.6563872845,90.88,40.32
33882.656387516,91.85,40.56
33882.6563877474,95.71,40.69
33882.6563879789,101.0,40.20
33882.6563882104,102.2,40.20
33882.6563884419,100.5,39.60
33882.6563886733,97.41,39.60
33882.6563889048,93.78,39.12
33882.6563891363,91.36,38.63
33882.6563893678,89.43,38.39
33882.6563895993,88.46,37.79
33882.6563898307,87.74,37.67
33882.6563900622,87.01,37.19
33882.6563902937,86.29,37.19
33882.6563905252,85.56,36.70
33882.6563907567,84.84,36.70
33882.6563909881,84.36,36.22
33882.6563912196,83.15,35.50
33882.6563914511,82.42,35.13
33882.6563916826,80.49,34.65
33882.6563919141,79.28,34.65
33882.6563921455,78.32,34.17
33882.656392377,77.83,33.69
33882.6563926085,77.11,33.57
33882.65639284,77.11,33.57
33882.6563930714,76.38,33.20
33882.6563933029,76.38,32.72
33882.6563935344,75.42,32.24
33882.6563937659,74.21,32.00
33882.6563939974,72.52,31.51
33882.6563942288,71.07,31.15
33882.6563944603,70.34,31.15
33882.6563946918,71.79,31.76
33882.6563949233,79.77,33.32
33882.6563951548,102.0,35.01
33882.6563953862,128.1,36.46
33882.6563956177,145.7,36.94
33882.6563958492,143.1,37.07
33882.6563960807,125.7,37.07
33882.6563963122,110.5,37.19
33882.6563965436,105.9,38.27
33882.6563967751,112.1,39.36
33882.6563970066,123.0,40.56
33882.6563972381,131.7,41.53
33882.6563974696,133.2,42.01
33882.656397701,128.8,42.50
33882.6563979325,119.9,42.50
33882.656398164,110.5,42.50
33882.6563983955,100.1,42.01
33882.6563986269,94.02,42.01
33882.6563988584,93.06,42.01
33882.6563990899,96.68,42.01
33882.6563993214,102.0,41.65
33882.6563995529,104.2,41.41
33882.6563997843,103.0,41.05
33882.6564000158,99.58,40.44
33882.6564002473,95.47,40.08
33882.6564004788,92.09,39.36
33882.6564007103,90.16,39.00
33882.6564009417,88.46,38.63
33882.6564011732,87.98,38.39
33882.6564014047,87.98,37.67
33882.6564016362,86.77,36.94
33882.6564018677,86.05,36.46
33882.6564020991,84.60,35.98
33882.6564023306,84.11,35.38
33882.6564025621,83.15,35.01
33882.6564027936,81.94,34.53
33882.656403025,80.97,34.53
33882.6564032565,80.01,33.93
33882.656403488,78.80,33.32
33882.6564037195,77.83,32.96
33882.656403951,77.35,32.84
33882.6564041824,76.62,32.24
33882.6564044139,75.90,31.88
33882.6564046454,75.17,31.27
33882.6564048769,73.97,30.91
33882.6564051084,73.00,30.43
33882.6564053398,70.58,29.82
33882.6564055713,70.58,29.82
33882.6564058028,73.24,30.67
33882.6564060343,84.60,32.48
33882.6564062658,107.6,33.93
33882.6564064972,132.4,35.01
33882.6564067287,144.3,35.25
33882.6564069602,137.0,35.25
33882.6564071917,119.4,35.25
33882.6564074232,106.6,36.10
33882.6564076546,105.9,37.07
33882.6564078861,113.1,38.39
33882.6564081176,124.5,39.60
33882.6564083491,130.3,40.56
33882.6564085805,129.8,40.81
33882.656408812,123.7,41.29
33882.6564090435,113.6,40.69
33882.656409275,102.2,40.20
33882.6564095065,93.06,40.20
33882.6564097379,90.40,40.20
33882.6564099694,92.09,40.20
33882.6564102009,97.16,40.20
33882.6564104324,101.3,39.72
33882.6564106639,101.5,39.12
33882.6564108953,98.86,38.88
33882.6564111268,94.99,38.63
33882.6564113583,92.09,38.15
33882.6564115898,89.67,38.03
33882.6564118212,88.46,37.43
33882.6564120527,87.74,37.07
33882.6564122842,86.29,36.70
33882.6564125157,85.81,36.22
33882.6564127472,84.60,35.74
33882.6564129786,83.63,35.25
33882.6564132101,83.63,35.01
33882.6564134416,82.42,34.65
33882.6564136731,81.70,34.17
33882.6564139046,81.70,34.17
33882.656414136,80.49,33.81
33882.6564143675,79.52,33.08
33882.656414599,77.83,33.20
33882.6564148305,76.62,32.72
33882.656415062,76.14,32.24
33882.6564152934,75.66,31.76
33882.6564155249,74.93,31.15
33882.6564157564,74.45,30.91
33882.6564159879,72.76,30.31
33882.6564162194,71.79,30.19
33882.6564164508,70.58,29.82
33882.6564166823,70.58,30.07
33882.6564169138,74.45,31.03
33882.6564171453,88.71,32.72
33882.6564173767,113.1,33.93
33882.6564176082,135.1,34.77
33882.6564178397,142.1,35.01
33882.6564180712,132.2,35.01
33882.6564183027,114.8,35.13
33882.6564185341,104.7,36.22
33882.6564187656,105.1,37.55
33882.6564189971,114.3,38.63
33882.6564192286,124.5,39.84
33882.6564194601,129.1,40.20
33882.6564196915,126.6,40.81
33882.656419923,117.9,40.81
33882.6564201545,106.6,40.20
33882.656420386,96.44,39.84
33882.6564206175,89.91,39.84
33882.6564208489,89.91,40.32
33882.6564210804,93.54,39.84
33882.6564213119,99.34,39.84
33882.6564215434,100.3,39.00
33882.6564217748,99.58,38.75
33882.6564220063,96.44,38.27
33882.6564222378,92.57,38.15
33882.6564224693,90.40,37.91
33882.6564227008,88.46,37.19
33882.6564229322,87.74,36.82
33882.6564231637,85.81,36.34
33882.6564233952,84.60,36.10
33882.6564236267,83.87,35.01
33882.6564238582,83.63,34.77
33882.6564240896,82.66,34.65
33882.6564243211,81.70,34.17
33882.6564245526,80.97,33.93
33882.6564247841,80.25,33.20
33882.6564250156,78.80,33.20
33882.656425247,77.83,32.84
33882.6564254785,76.87,32.36
33882.65642571,76.38,32.24
33882.6564259415,75.66,31.88
33882.656426173,74.93,31.27
33882.6564264044,74.45,31.15
33882.6564266359,73.97,30.91
33882.6564268674,72.76,30.31
33882.6564270989,72.03,29.95
33882.6564273303,70.34,29.22
33882.6564275618,69.62,29.22
33882.6564277933,69.62,29.34
33882.6564280248,75.17,30.67
33882.6564282563,92.57,32.48
33882.6564284877,117.7,33.81
33882.6564287192,138.0,34.29
33882.6564289507,141.9,34.77
33882.6564291822,129.1,34.89
33882.6564294137,112.6,35.01
33882.6564296451,104.7,36.34
33882.6564298766,108.3,37.43
33882.6564301081,118.2,38.75
33882.6564303396,127.6,40.20
33882.656430571,130.5,40.81
33882.6564308025,126.4,40.93
33882.656431034,117.2,40.93
33882.6564312655,106.3,40.32
33882.656431497,95.96,40.32
33882.6564317284,89.91,40.32
33882.6564319599,90.40,40.32
33882.6564321914,94.99,40.32
33882.6564324229,99.58,39.96
33882.6564326544,101.5,39.24
33882.6564328858,99.82,38.88
33882.6564331173,96.68,38.75
33882.6564333488,92.81,38.27
33882.6564335803,90.16,38.03
33882.6564338118,88.71,37.31
33882.6564340432,87.98,37.19
33882.6564342747,86.05,36.58
33882.6564345062,85.81,36.46
33882.6564347377,84.60,35.50
33882.6564349692,83.87,35.25
33882.6564352006,82.91,34.77
33882.6564354321,82.42,34.41
33882.6564356636,81.46,34.05
33882.6564358951,80.25,33.93
33882.6564361265,78.80,33.44
33882.656436358,78.07,32.96
33882.6564365895,77.11,32.96
33882.656436821,76.62,32.36
33882.6564370525,75.90,32.00
33882.6564372839,75.66,32.00
33882.6564375154,74.69,31.27
33882.6564377469,74.45,30.91
33882.6564379784,73.24,30.31
33882.6564382099,72.27,30.07
33882.6564384413,70.58,29.46
33882.6564386728,69.13,29.46
33882.6564389043,68.65,29.34
33882.6564391358,70.82,30.19
33882.6564393673,81.94,31.39
33882.6564395987,104.4,33.20
33882.6564398302,129.5,34.41
33882.6564400617,143.1,34.89
33882.6564402932,137.8,35.01
33882.6564405246,121.6,35.38
33882.6564407561,108.3,36.10
33882.6564409876,105.1,37.19
33882.6564412191,113.1,38.88
33882.6564414506,123.3,40.20
33882.656441682,130.0,40.93
33882.6564419135,130.3,41.41
33882.656442145,124.2,41.89
33882.6564423765,114.3,41.65
33882.656442608,102.7,41.41
33882.6564428394,93.78,41.41
33882.6564430709,90.88,41.41
33882.6564433024,93.06,41.41
33882.6564435339,98.37,41.41
33882.6564437654,101.8,40.93
33882.6564439968,103.0,41.05
33882.6564442283,100.1,40.44
33882.6564444598,96.92,40.44
33882.6564446913,93.06,39.96
33882.6564449228,90.88,39.36
33882.6564451542,88.95,38.88
33882.6564453857,88.22,38.39
33882.6564456172,88.22,38.15
33882.6564458487,86.77,37.91
33882.6564460801,86.05,37.55
33882.6564463116,85.08,36.94
33882.6564465431,84.11,37.07
33882.6564467746,84.11,36.46
33882.6564470061,82.91,36.22
33882.6564472375,81.94,35.98
33882.656447469,80.97,35.25
33882.6564477005,80.25,35.01
33882.656447932,79.04,34.89
33882.6564481635,78.80,34.53
33882.6564483949,77.83,33.93
33882.6564486264,76.87,33.44
33882.6564488579,76.14,33.08
33882.6564490894,75.90,32.96
33882.6564493208,74.93,32.48
33882.6564495523,73.97,31.88
33882.6564497838,73.00,32.00
33882.6564500153,72.03,31.39
33882.6564502468,70.82,31.51
33882.6564504782,73.24,32.36
33882.6564507097,84.36,34.17
33882.6564509412,108.5,35.62
33882.6564511727,134.4,36.70
33882.6564514042,147.7,37.07
33882.6564516356,140.7,36.94
33882.6564518671,122.8,37.55
33882.6564520986,109.0,38.03
33882.6564523301,108.3,39.12
33882.6564525616,117.5,41.05
33882.656452793,129.8,42.38
33882.6564530245,136.3,43.34
33882.656453256,136.1,44.43
33882.6564534875,130.3,44.91
33882.656453719,120.4,45.03
33882.6564539504,110.2,44.67
33882.6564541819,100.8,44.55
33882.6564544134,95.23,44.67
33882.6564546449,96.20,44.67
33882.6564548763,101.0,44.79
33882.6564551078,104.9,44.19
33882.6564553393,107.1,43.46
33882.6564555708,106.3,43.22
33882.6564558023,102.0,42.74
33882.6564560337,98.13,42.25
33882.6564562652,94.26,41.77
33882.6564564967,92.33,41.29
33882.6564567282,91.36,40.93
33882.6564569597,90.40,40.81
33882.6564571911,90.40,40.20
33882.6564574226,89.19,39.48
33882.6564576541,88.46,39.12
33882.6564578856,87.01,38.63
33882.6564581171,86.53,38.27
33882.6564583485,85.56,37.67
33882.65645858,84.60,37.31
33882.6564588115,83.39,36.70
33882.656459043,81.70,36.22
33882.6564592744,80.73,35.62
33882.6564595059,80.01,35.13
33882.6564597374,79.52,34.89
33882.6564599689,79.28,34.65
33882.6564602004,78.32,34.65
33882.6564604318,77.59,34.29
33882.6564606633,76.62,33.81
33882.6564608948,74.69,33.20
33882.6564611263,73.48,32.60
33882.6564613578,72.52,32.24
33882.6564615892,73.24,32.12
33882.6564618207,78.80,33.69
33882.6564620522,96.68,35.13
33882.6564622837,122.8,36.70
33882.6564625152,143.1,37.19
33882.6564627466,145.7,37.67
33882.6564629781,131.2,37.55
33882.6564632096,115.3,38.03
33882.6564634411,108.5,38.75
33882.6564636726,112.6,40.20
33882.656463904,124.0,41.65
33882.6564641355,133.2,42.74
33882.656464367,136.3,43.22
33882.6564645985,132.0,43.70
33882.6564648299,123.7,43.70
33882.6564650614,113.4,43.22
33882.6564652929,102.2,43.10
33882.6564655244,94.51,42.74
33882.6564657559,93.06,42.62
33882.6564659873,96.68,42.74
33882.6564662188,101.8,42.38
33882.6564664503,105.1,42.25
33882.6564666818,104.4,41.65
33882.6564669133,101.3,41.05
33882.6564671447,97.16,41.17
33882.6564673762,93.78,40.56
33882.6564676077,91.36,40.20
33882.6564678392,90.40,39.48
33882.6564680707,89.43,39.12
33882.6564683021,88.46,38.63
33882.6564685336,87.50,38.15
33882.6564687651,87.01,37.55
33882.6564689966,86.05,37.07
33882.656469228,85.32,36.58
33882.6564694595,84.11,36.10
33882.656469691,83.15,35.62
33882.6564699225,82.42,35.25
33882.656470154,81.46,35.13
33882.6564703854,80.25,34.65
33882.6564706169,79.04,34.53
33882.6564708484,79.04,34.05
33882.6564710799,78.07,33.44
33882.6564713114,77.83,33.08
33882.6564715428,76.62,32.72
33882.6564717743,75.42,32.24
33882.6564720058,74.45,31.76
33882.6564722373,72.52,31.63
33882.6564724688,72.27,31.63
33882.6564727002,73.24,31.88
33882.6564729317,80.73,33.08
33882.6564731632,100.5,34.65
33882.6564733947,126.9,35.98
33882.6564736261,143.8,36.46
33882.6564738576,141.9,37.19
33882.6564740891,127.4,37.07
33882.6564743206,111.9,37.67
33882.6564745521,107.3,38.88
33882.6564747835,112.9,40.32
33882.656475015,124.5,41.41
33882.6564752465,132.0,42.38
33882.656475478,133.2,42.98
33882.6564757095,126.9,42.98
33882.6564759409,116.7,43.10
33882.6564761724,104.7,42.50
33882.6564764039,94.75,42.01
33882.6564766354,90.88,42.01
33882.6564768669,93.78,41.89
33882.6564770983,99.34,42.01
33882.6564773298,103.4,41.29
33882.6564775613,103.4,41.17
33882.6564777928,101.0,41.05
33882.6564780242,97.16,40.56
33882.6564782557,93.78,40.08
33882.6564784872,91.85,39.24
33882.6564787187,90.40,38.88
33882.6564789502,88.95,38.27
33882.6564791816,87.98,38.15
33882.6564794131,86.77,37.31
33882.6564796446,86.05,37.07
33882.6564798761,85.81,36.46
33882.6564801076,84.84,36.46
33882.656480339,83.87,35.62
33882.6564805705,82.42,35.13
33882.656480802,81.70,34.77
33882.6564810335,80.49,34.17
33882.656481265,79.77,34.17
33882.6564814964,78.56,33.81
33882.6564817279,77.83,33.32
33882.6564819594,77.83,33.20
33882.6564821909,76.87,32.84
33882.6564824224,76.38,32.24
33882.6564826538,75.66,31.76
33882.6564828853,74.45,31.15
33882.6564831168,72.52,30.79
33882.6564833483,71.79,30.67
33882.6564835797,70.58,30.31
33882.6564838112,71.79,30.91
33882.6564840427,79.04,32.24
33882.6564842742,97.41,33.81
33882.6564845057,124.0,34.77
33882.6564847371,142.1,35.74
33882.6564849686,142.1,36.22
33882.6564852001,127.6,36.10
33882.6564854316,113.4,36.82
33882.6564856631,106.8,38.03
33882.6564858945,112.6,39.36
33882.656486126,123.5,40.69
33882.6564863575,132.4,41.65
33882.656486589,134.1,42.13
33882.6564868205,128.8,42.62
33882.6564870519,118.9,42.74
33882.6564872834,106.8,42.13
33882.6564875149,95.96,41.77
33882.6564877464,91.36,41.77
33882.6564879778,92.81,41.77
33882.6564882093,97.65,41.77
33882.6564884408,102.0,41.05
33882.6564886723,103.7,40.81
33882.6564889038,101.3,40.69
33882.6564891352,97.89,40.20
33882.6564893667,94.26,39.96
33882.6564895982,91.85,39.24
33882.6564898297,90.64,38.88
33882.6564900612,89.19,38.39
33882.6564902926,87.74,38.03
33882.6564905241,86.29,37.19
33882.6564907556,85.81,36.94
33882.6564909871,85.56,36.34
33882.6564912186,84.60,36.22
33882.65649145,83.87,35.86
33882.6564916815,83.39,35.25
33882.656491913,81.70,34.77
33882.6564921445,80.49,34.41
33882.656492376,79.77,34.17
33882.6564926074,78.07,33.81
33882.6564928389,77.83,33.20
33882.6564930704,77.59,33.08
33882.6564933019,76.87,32.84
33882.6564935333,76.87,32.24
33882.6564937648,75.90,32.00
33882.6564939963,74.93,31.39
33882.6564942278,73.48,30.91
33882.6564944593,72.27,30.79
33882.6564946907,70.10,30.07
33882.6564949222,69.86,29.95
33882.6564951537,70.82,30.67
33882.6564953852,78.80,31.88
33882.6564956167,98.13,33.57
33882.6564958481,124.5,34.77
33882.6564960796,142.4,35.62
33882.6564963111,142.1,35.86
33882.6564965426,127.4,36.22
33882.656496774,112.1,36.70
33882.6564970055,106.6,37.91
33882.656497237,112.6,39.00
33882.6564974685,124.0,40.56
33882.6564977,132.0,41.65
33882.6564979314,133.4,42.38
33882.6564981629,128.8,42.74
33882.6564983944,118.9,42.74
33882.6564986259,108.3,42.25
33882.6564988574,97.65,41.89
33882.6564990888,92.33,41.77
33882.6564993203,93.06,42.25
33882.6564995518,98.13,41.89
33882.6564997833,103.4,41.53
33882.6565000148,104.4,41.17
33882.6565002462,102.2,41.05
33882.6565004777,98.37,40.81
33882.6565007092,95.71,40.32
33882.6565009407,92.33,39.96
33882.6565011722,90.88,39.24
33882.6565014036,89.91,38.88
33882.6565016351,88.95,38.39
33882.6565018666,87.98,38.27
33882.6565020981,86.53,37.79
33882.6565023295,86.29,37.19
33882.656502561,85.56,36.82
33882.6565027925,84.84,36.94
33882.656503024,83.87,36.34
33882.6565032555,82.91,35.98
33882.6565034869,81.94,35.98
33882.6565037184,81.21,35.38
33882.6565039499,80.73,34.77
33882.6565041814,79.77,34.29
33882.6565044129,78.32,34.29
33882.6565046443,78.32,33.81
33882.6565048758,78.32,33.69
33882.6565051073,77.83,33.20
33882.6565053388,76.87,32.96
33882.6565055703,75.90,32.96
33882.6565058017,73.72,32.12
33882.6565060332,72.27,31.88
33882.6565062647,70.58,31.03
33882.6565064962,72.27,32.00
33882.6565067276,79.04,33.32
33882.6565069591,99.58,35.01
33882.6565071906,126.6,36.70
33882.6565074221,145.5,37.43
33882.6565076536,145.3,37.79
33882.656507885,129.5,37.79
33882.6565081165,114.1,38.15
33882.656508348,108.5,38.75
33882.6565085795,114.8,40.56
33882.656508811,126.4,41.41
33882.6565090424,136.1,42.86
33882.6565092739,137.8,43.94
33882.6565095054,133.2,44.43
33882.6565097369,124.2,44.43
33882.6565099684,113.1,44.19
33882.6565101998,102.5,43.94
33882.6565104313,95.71,43.10
33882.6565106628,94.02,43.22
33882.6565108943,98.13,43.22
33882.6565111258,103.4,43.34
33882.6565113572,106.6,42.98
33882.6565115887,106.1,42.98
33882.6565118202,102.5,42.38
33882.6565120517,98.13,42.13
33882.6565122831,94.51,41.41
33882.6565125146,91.85,41.05
33882.6565127461,90.64,40.93
33882.6565129776,90.16,40.44
33882.6565132091,89.91,39.60
33882.6565134405,89.19,39.00
33882.656513672,88.71,38.75
33882.6565139035,87.74,38.27
33882.656514135,85.81,37.91
33882.6565143665,84.84,37.31
33882.6565145979,83.87,37.07
33882.6565148294,84.11,36.94
33882.6565150609,82.66,36.46
33882.6565152924,82.18,35.98
33882.6565155238,80.73,35.38
33882.6565157553,79.77,34.77
33882.6565159868,78.56,34.41
33882.6565162183,78.32,34.05
33882.6565164498,77.83,33.93
33882.6565166812,76.87,33.32
33882.6565169127,76.14,33.08
33882.6565171442,74.93,32.60
33882.6565173757,73.24,32.00
33882.6565176072,72.27,32.00
33882.6565178386,72.27,31.88
33882.6565180701,77.35,33.08
33882.6565183016,93.06,34.41
33882.6565185331,118.9,36.22
33882.6565187646,141.1,36.94
33882.656518996,147.2,37.43
33882.6565192275,134.6,37.43
33882.656519459,117.2,37.43
33882.6565196905,109.0,38.51
33882.656519922,112.4,39.96
33882.6565201534,123.7,41.29
33882.6565203849,133.9,42.62
33882.6565206164,137.8,43.34
33882.6565208479,135.1,43.94
33882.6565210793,126.4,44.06
33882.6565213108,115.3,44.06
33882.6565215423,103.9,43.22
33882.6565217738,95.71,42.98
33882.6565220053,93.54,42.86
33882.6565222367,96.44,42.98
33882.6565224682,102.2,42.38
33882.6565226997,105.9,42.50
33882.6565229312,105.9,42.01
33882.6565231627,102.0,41.53
33882.6565233941,98.13,40.93
33882.6565236256,94.26,40.81
33882.6565238571,92.09,40.44
33882.6565240886,90.64,39.96
33882.6565243201,89.91,39.00
33882.6565245515,89.19,38.51
33882.656524783,88.95,38.51
33882.6565250145,87.98,37.55
33882.656525246,86.77,37.43
33882.6565254774,86.05,36.82
33882.6565257089,84.84,36.46
33882.6565259404,84.11,36.10
33882.6565261719,82.66,35.25
33882.6565264034,82.18,35.01
33882.6565266348,80.97,34.53
33882.6565268663,80.25,34.53
33882.6565270978,79.04,34.05
33882.6565273293,78.80,33.44
33882.6565275608,78.07,33.32
33882.6565277922,78.07,33.08
33882.6565280237,77.11,32.60
33882.6565282552,76.14,32.12
33882.6565284867,74.45,31.63
33882.6565287182,73.24,31.15
33882.6565289496,72.27,31.15
33882.6565291811,72.27,31.15
33882.6565294126,74.45,31.63
33882.6565296441,87.01,33.44
33882.6565298756,110.5,34.77
33882.656530107,134.4,35.62
33882.6565303385,145.7,36.22
33882.65653057,137.8,36.70
33882.6565308015,120.6,36.70
33882.6565310329,109.2,37.67
33882.6565312644,108.5,38.88
33882.6565314959,117.7,40.32
33882.6565317274,128.1,41.29
33882.6565319589,133.9,42.13
33882.6565321903,132.4,42.74
33882.6565324218,125.4,42.74
33882.6565326533,114.3,42.25
33882.6565328848,102.2,41.77
33882.6565331163,93.06,41.65
33882.6565333477,91.85,41.65
33882.6565335792,95.71,41.65
33882.6565338107,101.8,41.77
33882.6565340422,104.2,41.17
33882.6565342737,103.7,40.81
33882.6565345051,100.3,40.69
33882.6565347366,97.16,40.32
33882.6565349681,93.78,39.60
33882.6565351996,91.85,39.12
33882.656535431,90.64,38.75
33882.6565356625,89.19,38.27
33882.656535894,88.46,37.67
33882.6565361255,87.26,37.19
33882.656536357,86.29,36.70
33882.6565365884,86.29,36.22
33882.6565368199,85.32,35.74
33882.6565370514,84.36,35.62
33882.6565372829,83.15,35.01
33882.6565375144,82.42,34.65
33882.6565377458,81.21,34.53
33882.6565379773,80.25,34.17
33882.6565382088,79.04,33.57
33882.6565384403,78.32,33.20
33882.6565386718,77.83,33.20
33882.6565389032,77.35,32.72
33882.6565391347,77.35,32.12
33882.6565393662,76.38,32.12
33882.6565395977,75.66,31.63
33882.6565398291,74.21,31.15
33882.6565400606,72.52,30.67
33882.6565402921,71.07,30.19
33882.6565405236,70.34,30.19
33882.6565407551,71.07,30.19
33882.6565409865,77.83,31.39
33882.656541218,96.20,33.08
33882.6565414495,121.1,34.41
33882.656541681,141.4,35.13
33882.6565419125,144.0,35.50
33882.6565421439,129.8,35.50
33882.6565423754,114.1,36.10
33882.6565426069,107.3,37.31
33882.6565428384,111.4,38.51
33882.6565430699,122.1,39.84
33882.6565433013,131.5,40.93
33882.6565435328,133.9,41.53
33882.6565437643,130.0,41.65
33882.6565439958,120.8,41.41
33882.6565442272,108.8,41.41
33882.6565444587,97.89,41.05
33882.6565446902,92.33,41.05
33882.6565449217,92.81,41.05
33882.6565451532,97.65,41.05
33882.6565453846,103.0,40.69
33882.6565456161,104.2,40.44
33882.6565458476,102.0,40.08
